Name,Handle,Timestamp,Verified,Content,Comments,Retweets,Likes,Analytics,Tags,Mentions,Emojis,Profile Image,Tweet Link,Tweet ID
Jeff M,@UWMoose,2023-07-09T15:03:46.000Z,False,Wilbon.,1,0,0,69,[],[],[],https://pbs.twimg.com/profile_images/1713576895143686144/mD6JessX_x96.jpg,https://twitter.com/UWMoose/status/1678057359892168707,tweet_id:1678057359892168707
Jeff M,@UWMoose,2023-07-09T15:02:29.000Z,False,In the summer. Wtf.,0,0,1,43,[],[],[],https://pbs.twimg.com/profile_images/1713576895143686144/mD6JessX_x96.jpg,https://twitter.com/UWMoose/status/1678057036968501248,tweet_id:1678057036968501248
Jeff M,@UWMoose,2023-07-09T15:01:19.000Z,False,Still waiting for Mike Greenberg. Mike Wilson. JA Adande too.,1,0,2,370,[],[],[],https://pbs.twimg.com/profile_images/1713576895143686144/mD6JessX_x96.jpg,https://twitter.com/UWMoose/status/1678056746970128384,tweet_id:1678056746970128384
Inside NU,@insidenu,2023-07-09T15:00:36.000Z,False,"Northwestern’s disciplinary measures for Pat Fitzgerald shouldn’t depend on whether he was or was not aware of the alleged hazing that a former player detailed in the ’s report on Saturday,  writes.",9,19,74,49K,[],"['@thedailynu', '@sophia_vlahakis']",[],https://pbs.twimg.com/profile_images/867121551665225728/Eo23-Nxa_x96.jpg,https://twitter.com/insidenu/status/1678056563649421313,tweet_id:1678056563649421313
Mr. Lincoln,@lincmorris,2023-07-09T14:59:28.000Z,False,"""Northwestern is an extraordinary university with an exceptional athletics program."" He should be fired simply for writing the second half of that sentence.",1,0,10,646,[],[],[],https://pbs.twimg.com/profile_images/1449171714328387590/JnPPScI__x96.jpg,https://twitter.com/lincmorris/status/1678056278709420033,tweet_id:1678056278709420033
catedunlap,@catedunlap,2023-07-09T14:50:09.000Z,False,good summary.  also very sad.,0,0,2,267,[],[],[],https://pbs.twimg.com/profile_images/1509299442591191046/rr-P2NZ2_x96.jpg,https://twitter.com/catedunlap/status/1678053934999699457,tweet_id:1678053934999699457
climatechangehurrry,@climatehurry,2023-07-09T14:37:49.000Z,False,Good point on a woman being more sensitive about these things. I think you are right.,0,0,0,47,[],[],[],https://abs.twimg.com/sticky/default_profile_images/default_profile_x96.png,https://twitter.com/climatehurry/status/1678050830329561089,tweet_id:1678050830329561089
gmoney,@baileybearmosk,2023-07-09T14:32:01.000Z,False,"Time to bring in independent investigators, where’s the Big 10 on this????",0,0,0,507,[],[],[],https://pbs.twimg.com/profile_images/1581340552133574657/H2ZLG4LP_x96.jpg,https://twitter.com/baileybearmosk/status/1678049371739287556,tweet_id:1678049371739287556
Matthew Goren,@matthewgoren,2023-07-09T14:29:37.000Z,False,"No, but she was known to be tough and as a woman would no doubt be more sensitive to the issues at play here. Schill has impressed me as a weak guy from day one.",1,0,0,35,[],[],[],https://pbs.twimg.com/profile_images/1242218111/100_0475_x96.JPG,https://twitter.com/matthewgoren/status/1678048768929742850,tweet_id:1678048768929742850
climatechangehurrry,@climatehurry,2023-07-09T14:25:54.000Z,False,Is there anything at Wisconsin similar to this that she had to make a decision about to give us an idea of how she would have handled it?,1,0,0,48,[],[],[],https://abs.twimg.com/sticky/default_profile_images/default_profile_x96.png,https://twitter.com/climatehurry/status/1678047830324174849,tweet_id:1678047830324174849
climatechangehurrry,@climatehurry,2023-07-09T14:23:33.000Z,False,I think it is done based on the President’s letter.,0,0,0,281,[],[],[],https://abs.twimg.com/sticky/default_profile_images/default_profile_x96.png,https://twitter.com/climatehurry/status/1678047240592543746,tweet_id:1678047240592543746
Inside NU,@insidenu,2023-07-09T14:00:22.000Z,False,Get completely caught up with everything that’s happened regarding Northwestern football’s hazing allegations scandal — dating back to November.,4,10,31,33K,[],[],[],https://pbs.twimg.com/profile_images/867121551665225728/Eo23-Nxa_x96.jpg,https://twitter.com/insidenu/status/1678041406747582467,tweet_id:1678041406747582467
Stephen,@SWE122485,2023-07-09T13:25:46.000Z,False,Basically at this point they’re praying he offers his resignation so they don’t have to fire him.  F that.  He doesn’t deserve to get to resign.  He needs to be fired.,0,0,3,957,[],[],[],https://pbs.twimg.com/profile_images/1634411321595658240/jnPOxtEm_x96.jpg,https://twitter.com/SWE122485/status/1678032698814627841,tweet_id:1678032698814627841
UltronMKII.eth,@UltronMKII,2023-07-09T12:44:49.000Z,False,Pathetic,0,0,0,880,[],[],[],https://pbs.twimg.com/profile_images/1722424488824913920/hRDjKyFU_x96.jpg,https://twitter.com/UltronMKII/status/1678022394571530243,tweet_id:1678022394571530243
